station,datetime,report
VABB,082130Z,32005KT 2100 BR FEW012 SCT018 FEW030CB OVC090 28/27 Q1005 TEMPO 1500 SHRA=
VABB,082200Z,28003KT 2500 BR FEW012 SCT018 FEW030CB OVC090 28/27 Q1004 TEMPO 1500 SHRA=
VABB,082230Z,29006KT 2500 -RA FEW012 SCT018 FEW030CB OVC090 28/27 Q1004 TEMPO 1500 SHRA=
VABB,082300Z,27007KT 2500 -DZ FEW012 SCT018 FEW025TCU OVC090 28/27 Q1004 NOSIG=
VABB,082330Z,28008KT 2500 BR SCT018 FEW025TCU BKN090 28/27 Q1005 NOSIG=
VABB,090000Z,27010KT 2500 BR SCT018 FEW025TCU BKN090 28/27 Q1005 NOSIG=
VABB,090030Z,28008KT 2500 BR SCT018 FEW025TCU BKN090 28/27 Q1005 NOSIG=
VABB,090100Z,28010KT 2500 BR SCT018 FEW025TCU BKN090 28/27 Q1005 NOSIG=
VABB,090130Z,28010KT 2500 HZ SCT018 FEW025TCU BKN090 28/26 Q1006 NOSIG=
VABB,090200Z,28008KT 2500 HZ SCT018 FEW025TCU BKN090 29/26 Q1006 NOSIG=
VABB,090230Z,30009KT 2500 HZ SCT018 FEW025TCU BKN090 29/27 Q1007 NOSIG=
VABB,090300Z,32006KT 2500 HZ SCT018 FEW025TCU BKN090 30/27 Q1007 NOSIG=
VABB,090330Z,29009KT 2500 HZ SCT018 FEW025TCU BKN090 30/27 Q1007 NOSIG=
VABB,090400Z,28009KT 2500 HZ SCT020 FEW025TCU BKN090 30/27 Q1007 BECMG 3000 HZ=
VABB,090430Z,29008KT 3000 HZ SCT020 SCT025 BKN090 30/27 Q1007 NOSIG=
VABB,090500Z,28011KT 3000 -RA SCT018 SCT025 BKN090 30/28 Q1007 TEMPO 1500 SHRA=
VABB,090530Z,28008KT 3000 -RA SCT018 SCT025 BKN090 29/27 Q1007 TEMPO 1500 SHRA=
VABB,090600Z,27007G17KT 3000 HZ SCT018 SCT025 BKN090 29/28 Q1007 NOSIG=
VABB,090630Z,28007G17KT 3000 HZ SCT018 SCT025 BKN090 30/28 Q1007 NOSIG=
VABB,090700Z,29011KT 3000 VCSH SCT018 SCT025 BKN090 30/27 Q1006 TEMPO 1500 SHRA=
VABB,090730Z,31007KT 2500 VCSH SCT018 FEW025TCU BKN090 28/27 Q1006 TEMPO 1500 SHRA=
VABB,090800Z,35008KT 2500 BR SCT018 FEW025TCU BKN090 28/27 Q1006 NOSIG=
VABB,090830Z,30005KT 2500 BR SCT018 FEW025TCU BKN090 29/28 Q1005 NOSIG=
VABB,090900Z,27011KT 2500 HZ SCT018 FEW025TCU BKN090 30/28 Q1005 NOSIG=
VABB,090930Z,29008KT 3000 HZ SCT018 FEW025TCU BKN090 29/27 Q1005 NOSIG=
VABB,091000Z,28011KT 3500 HZ SCT018 SCT025 BKN090 30/27 Q1005 NOSIG=
VABB,091030Z,27011KT 3000 HZ SCT018 SCT025 BKN090 30/27 Q1005 NOSIG=
VABB,091100Z,32009KT 3000 HZ SCT018 SCT025 BKN090 30/27 Q1005 NOSIG=
VABB,091130Z,28010KT 3000 HZ SCT018 SCT025 BKN090 30/27 Q1005 NOSIG=
VABB,091200Z,32008KT 3000 HZ SCT018 SCT025 BKN090 30/27 Q1005 NOSIG=
VABB,091230Z,31010KT 3000 VCSH SCT015 SCT025 BKN100 29/29 Q1005 NOSIG=
VABB,091300Z,28009KT 3000 HZ SCT015 SCT025 BKN100 29/29 Q1005 NOSIG=
VABB,091330Z,30006KT 3000 HZ SCT015 SCT025 BKN100 29/29 Q1005 NOSIG=
VABB,091400Z,29006KT 3000 HZ SCT018 SCT025 BKN100 29/27 Q1005 NOSIG=
VABB,091430Z,30007KT 3000 HZ SCT018 SCT025 BKN100 29/27 Q1006 NOSIG=
VABB,091500Z,30007KT 3000 HZ SCT018 SCT025 BKN100 29/27 Q1006 NOSIG=
VABB,091530Z,27007KT 3000 HZ SCT018 SCT025 BKN100 29/27 Q1006 NOSIG=
VABB,091600Z,28007KT 3000 HZ SCT018 SCT025 BKN100 29/27 Q1006 NOSIG=
VABB,091630Z,28007KT 3000 HZ SCT018 SCT025 BKN100 29/27 Q1006 NOSIG=
VABB,091700Z,28006KT 3000 HZ SCT018 SCT025 BKN100 29/27 Q1007 NOSIG=
VABB,091730Z,30005KT 3000 HZ SCT018 SCT025 BKN100 29/27 Q1006 NOSIG=
VABB,091800Z,26007KT 3000 HZ SCT018 SCT025 BKN100 29/27 Q1007 NOSIG=
VABB,091830Z,27007KT 3000 HZ SCT018 SCT025 BKN100 28/27 Q1006 NOSIG=
VABB,091900Z,27008KT 3000 HZ SCT018 SCT025 BKN100 28/27 Q1006 NOSIG=
VABB,091930Z,25010KT 3000 HZ SCT018 SCT025 BKN100 28/27 Q1006 NOSIG=
VABB,092000Z,28008KT 3000 HZ SCT018 SCT025 BKN100 28/27 Q1006 NOSIG=
VABB,092030Z,27007KT 3000 HZ SCT018 SCT025 BKN100 28/27 Q1006 NOSIG=
VABB,092100Z,26009KT 3000 HZ SCT018 SCT025 BKN100 28/27 Q1005 NOSIG=
VABB,092130Z,26010KT 3000 HZ SCT018 SCT025 BKN100 28/27 Q1005 NOSIG=
VABB,092200Z,27008KT 3000 HZ SCT018 SCT025 BKN100 28/27 Q1005 NOSIG=
VABB,092230Z,26008KT 3000 HZ SCT018 SCT025 BKN100 28/27 Q1005 NOSIG=
VABB,092300Z,27008KT 3000 HZ SCT018 SCT025 BKN100 28/27 Q1005 NOSIG=
VABB,092330Z,24009KT 3000 HZ SCT018 SCT025 BKN100 28/27 Q1005 NOSIG=
VABB,100000Z,28006KT 3000 HZ SCT018 SCT025 BKN100 28/27 Q1005 NOSIG=
VABB,100030Z,27006KT 3000 HZ SCT018 SCT025 BKN100 28/28 Q1005 NOSIG=
VABB,100100Z,25008KT 2500 HZ SCT018 SCT025 BKN100 28/27 Q1005 NOSIG=
VABB,100130Z,25009KT 2500 HZ SCT018 SCT025 BKN100 28/27 Q1006 NOSIG=
VABB,100200Z,25008KT 2500 HZ FEW020 SCT025 BKN100 28/27 Q1006 NOSIG=
VABB,100230Z,25007KT 2500 HZ FEW020 SCT025 BKN100 29/27 Q1007 NOSIG=
VABB,100300Z,25010KT 2500 HZ FEW020 SCT025 BKN100 29/27 Q1007 NOSIG=
VABB,100330Z,25010KT 3000 HZ FEW020 SCT025 BKN100 29/27 Q1007 BECMG 3000 HZ=
VABB,100400Z,26011KT 3000 HZ FEW020 SCT025 29/27 Q1007 BECMG 3000 HZ=
VABB,100430Z,26010KT 3000 HZ FEW020 SCT025 30/27 Q1007 NOSIG=
VABB,100500Z,26007G17KT 3000 HZ FEW020 SCT025 30/27 Q1007 NOSIG=
VABB,100530Z,26007G17KT 3000 HZ SCT020 SCT025 30/27 Q1007 NOSIG=
VABB,100600Z,28008G18KT 3000 HZ FEW020 SCT025 30/27 Q1007 NOSIG=
VABB,100630Z,24009G19KT 3000 HZ FEW020 SCT025 31/27 Q1007 NOSIG=
VABB,100700Z,25013KT 3500 HZ SCT018 SCT025 30/27 Q1007 NOSIG=
VABB,100730Z,26007G17KT 3500 HZ SCT018 SCT025 31/26 Q1006 NOSIG=
VABB,100800Z,25009G19KT 3500 HZ SCT018 SCT025 BKN100 31/26 Q1006 NOSIG=
VABB,100830Z,26011KT 3500 HZ SCT018 SCT025 BKN100 31/27 Q1006 NOSIG=
VABB,101100Z,26011KT 3500 HZ SCT018 FEW025TCU BKN100 30/26 Q1005 NOSIG=
VABB,101130Z,29010KT 3000 SHRA FEW012 SCT018 FEW025TCU BKN090 30/27 Q1005 TEMPO 1500 SHRA=
VABB,101200Z,24011KT 3000 SHRA FEW012 SCT018 FEW025TCU BKN090 30/27 Q1005 NOSIG=
VABB,101230Z,25011KT 3000 HZ FEW012 SCT018 FEW025TCU BKN090 29/27 Q1005 NOSIG=
VABB,101300Z,26008KT 3000 HZ FEW012 SCT018 FEW025TCU BKN090 29/27 Q1005 NOSIG=
VABB,101330Z,25010KT 3000 HZ SCT018 FEW025TCU BKN090 29/26 Q1005 NOSIG=
VABB,101400Z,27008KT 3000 HZ SCT018 FEW025TCU BKN100 29/28 Q1006 NOSIG=
VABB,101430Z,25010KT 3000 HZ SCT018 FEW025TCU BKN100 29/26 Q1006 NOSIG=
VABB,101500Z,26008KT 3000 HZ SCT018 SCT025 BKN100 29/26 Q1006 NOSIG=
VABB,101530Z,23006KT 3000 HZ SCT018 SCT025 BKN100 29/27 Q1006 NOSIG=
VABB,101600Z,22006KT 3000 HZ SCT018 SCT025 BKN100 29/27 Q1007 NOSIG=
VABB,101630Z,23007KT 3000 HZ SCT018 SCT025 BKN100 29/27 Q1007 NOSIG=
VABB,101700Z,22004KT 3000 HZ SCT018 SCT025 BKN100 29/27 Q1007 NOSIG=
VABB,101730Z,24006KT 3000 HZ SCT018 SCT025 BKN100 29/27 Q1007 NOSIG=
VABB,101800Z,23006KT 3000 HZ SCT018 SCT025 BKN100 29/27 Q1007 NOSIG=
VABB,101830Z,24007KT 3000 HZ SCT018 SCT025 BKN100 29/27 Q1007 NOSIG=
VABB,101900Z,24006KT 3000 HZ SCT018 SCT025 BKN100 29/27 Q1006 NOSIG=
VABB,101930Z,23005KT 3000 HZ SCT018 SCT025 BKN100 29/27 Q1006 NOSIG=
VABB,102000Z,24006KT 3000 HZ SCT018 SCT025 BKN100 29/27 Q1006 NOSIG=
VABB,102030Z,23007KT 3000 HZ SCT018 SCT025 BKN100 28/27 Q1006 NOSIG=
VABB,102100Z,23008KT 3000 BR SCT018 SCT025 BKN100 28/27 Q1006 NOSIG=
VABB,102130Z,21005KT 3000 BR SCT018 SCT025 BKN100 28/27 Q1005 NOSIG=
VABB,102200Z,26007KT 3000 BR FEW018 SCT025 BKN100 28/27 Q1005 NOSIG=
VABB,102230Z,26005KT 3000 BR FEW018 SCT025 BKN100 28/27 Q1005 NOSIG=
VABB,102300Z,25007KT 3000 BR FEW020 SCT025 28/27 Q1005 NOSIG=
VABB,102330Z,24007KT 3000 BR FEW020 SCT025 28/27 Q1006 NOSIG=
VABB,110000Z,24005KT 2500 -DZ SCT018 SCT025 BKN100 28/27 Q1006 TEMPO 1500 SHRA=
VABB,110030Z,23004KT 2500 -DZ SCT018 SCT025 BKN100 28/27 Q1006 TEMPO 1500 SHRA=
VABB,110100Z,26005KT 2500 BR SCT018 FEW025TCU BKN090 28/27 Q1006 NOSIG=
VABB,110130Z,23006KT 3000 BR SCT018 FEW025TCU BKN090 28/27 Q1006 NOSIG=
VABB,110200Z,28005KT 3000 HZ SCT018 SCT025 BKN100 28/27 Q1007 NOSIG=
VABB,110230Z,27006KT 3000 HZ SCT018 SCT025 29/27 Q1007 NOSIG=
VABB,110300Z,32005KT 3000 HZ SCT018 SCT025 29/27 Q1007 NOSIG=
VABB,110330Z,25009KT 3500 HZ SCT018 SCT025 29/27 Q1007 NOSIG=
VABB,110400Z,28009KT 3500 HZ SCT018 SCT025 29/27 Q1008 NOSIG=
VABB,110430Z,26009KT 4000 HZ SCT020 SCT025 30/27 Q1007 NOSIG=
VABB,110500Z,27012KT 4000 HZ SCT020 SCT025 30/27 Q1007 NOSIG=
VABB,110530Z,28010KT 4000 HZ SCT020 SCT025 31/26 Q1007 NOSIG=
VABB,110600Z,27012KT 4000 HZ SCT020 SCT025 31/26 Q1007 BECMG 5000 HZ=
VABB,110630Z,28012KT 5000 HZ SCT020 SCT025 31/27 Q1007 NOSIG=
VABB,110700Z,24007G17KT 5000 HZ SCT020 SCT025 31/27 Q1007 NOSIG=
VABB,110730Z,26010G20KT 5000 HZ SCT020 SCT025 31/27 Q1007 NOSIG=
VABB,110800Z,28007G17KT 5000 HZ SCT020 SCT025 31/26 Q1006 NOSIG=
VABB,110830Z,28007G17KT 5000 HZ SCT020 SCT025 31/27 Q1006 NOSIG=
VABB,110900Z,27009G19KT 5000 HZ SCT020 SCT025 31/26 Q1006 NOSIG=
VABB,110930Z,30007G17KT 5000 HZ SCT020 SCT025 31/29 Q1006 NOSIG=
VABB,111000Z,26007G17KT 5000 HZ SCT020 SCT025 30/26 Q1005 TEMPO 3000 -SHRA=
VABB,111030Z,27007G17KT 5000 HZ SCT020 SCT025 31/26 Q1005 NOSIG=
VABB,111100Z,29012KT 5000 HZ SCT020 SCT025 30/26 Q1005 NOSIG=
VABB,111130Z,28011KT 5000 HZ SCT020 SCT025 31/25 Q1005 NOSIG=
VABB,111200Z,30007G17KT 5000 HZ SCT020 SCT025 31/26 Q1006 NOSIG=
VABB,111230Z,31010KT 4000 HZ SCT020 SCT025 30/28 Q1006 NOSIG=
VABB,111300Z,27012KT 4000 HZ SCT020 SCT025 30/26 Q1006 NOSIG=
VABB,111330Z,26009KT 3000 -DZ FEW012 SCT018 FEW025TCU BKN090 29/26 Q1006 TEMPO 1500 SHRA=
VABB,111400Z,25007G17KT 3000 BR FEW012 SCT018 FEW025TCU BKN090 29/26 Q1006 TEMPO 1500 SHRA=
VABB,111430Z,27009KT 3000 HZ FEW012 SCT018 FEW025TCU BKN090 29/25 Q1007 NOSIG=
VABB,111500Z,27009KT 3000 HZ FEW012 SCT018 FEW025TCU BKN090 29/26 Q1007 NOSIG=
VABB,111530Z,26008KT 3000 HZ SCT018 FEW025TCU BKN100 29/26 Q1007 TEMPO 1500 SHRA=
VABB,111600Z,28011KT 3000 -DZ SCT018 SCT025 FEW025TCU 28/26 Q1008 TEMPO 1500 SHRA=
VABB,111630Z,25010KT 3000 HZ SCT018 SCT025 FEW025TCU 28/26 Q1008 NOSIG=
VABB,111700Z,25010KT 3000 HZ SCT018 SCT025 28/25 Q1008 NOSIG=
VABB,111730Z,28008KT 3000 HZ SCT018 SCT025 28/25 Q1008 NOSIG=
VABB,111800Z,26009KT 3000 HZ SCT018 SCT025 28/25 Q1008 NOSIG=
VABB,111830Z,24010KT 3000 HZ SCT018 SCT025 28/26 Q1008 NOSIG=
VABB,111900Z,24010KT 3000 HZ SCT018 SCT025 28/26 Q1008 NOSIG=
VABB,111930Z,25010KT 3000 HZ SCT018 SCT025 28/26 Q1007 NOSIG=
VABB,112000Z,25010KT 3000 HZ SCT018 SCT025 29/26 Q1007 NOSIG=
VABB,112030Z,25008KT 3000 HZ SCT018 SCT025 28/25 Q1007 NOSIG=
VABB,112100Z,24009KT 3000 HZ SCT018 SCT025 28/26 Q1006 NOSIG=
VABB,112130Z,24007KT 3000 -DZ FEW012 SCT018 FEW025TCU BKN090 28/26 Q1006 TEMPO 1500 SHRA=
VABB,112200Z,27004KT 3000 BR FEW012 SCT018 FEW025TCU BKN100 28/26 Q1006 NOSIG=
VABB,112230Z,27006KT 3000 HZ SCT018 SCT025 28/26 Q1006 NOSIG=
VABB,112300Z,25007KT 3000 HZ SCT018 SCT025 28/26 Q1006 NOSIG=
VABB,112330Z,27007KT 3000 HZ SCT018 SCT025 28/27 Q1006 NOSIG=
VABB,120000Z,24007KT 3000 HZ SCT020 28/25 Q1007 NOSIG=
VABB,120030Z,26005KT 3000 HZ SCT018 28/25 Q1007 NOSIG=
VABB,120100Z,24006KT 3000 HZ SCT018 SCT025 28/25 Q1007 NOSIG=
VABB,120130Z,24005KT 3000 HZ SCT018 SCT025 28/25 Q1007 NOSIG=
VABB,120200Z,24005KT 3500 HZ SCT018 SCT025 29/26 Q1007 TEMPO 3000 -SHRA=
VABB,120230Z,25009KT 3500 HZ FEW020 SCT025 29/26 Q1008 NOSIG=
VABB,120300Z,24009KT 3500 HZ FEW020 SCT025 29/25 Q1008 NOSIG=
VABB,120330Z,25009KT 3500 HZ FEW020 SCT025 29/25 Q1008 NOSIG=
VABB,120400Z,25010KT 3500 HZ FEW020 SCT025 30/25 Q1008 NOSIG=
VABB,120430Z,23011KT 3500 HZ FEW020 SCT025 30/25 Q1008 NOSIG=
VABB,120500Z,25010KT 4000 HZ FEW020 SCT025 30/25 Q1009 NOSIG=
VABB,120530Z,24011KT 4000 HZ SCT020 SCT025 31/26 Q1009 NOSIG=
VABB,120600Z,24012KT 3000 VCSH SCT018 SCT025 30/25 Q1009 TEMPO 1500 SHRA=
VABB,120630Z,23007KT 4000 HZ SCT018 SCT025 29/26 Q1009 NOSIG=
VABB,120700Z,25008KT 4000 HZ SCT018 SCT025 30/26 Q1008 NOSIG=
VABB,120730Z,27012KT 4000 HZ SCT018 SCT025 30/25 Q1008 NOSIG=
VABB,120800Z,25016KT 3000 VCSH FEW012 SCT018 SCT025 BKN090 28/23 Q1008 NOSIG=
VABB,120830Z,27008KT 3000 HZ SCT018 SCT025 30/26 Q1008 NOSIG=
VABB,120900Z,27010KT 3000 HZ SCT018 SCT025 30/26 Q1007 NOSIG=
VABB,120930Z,27008KT 3500 HZ SCT018 FEW025TCU BKN090 30/26 Q1007 NOSIG=
VABB,121000Z,26011KT 4000 HZ SCT018 FEW025TCU BKN090 31/25 Q1006 NOSIG=
VABB,121030Z,24012KT 4000 HZ SCT018 FEW025TCU BKN090 31/26 Q1006 NOSIG=
VABB,121100Z,27009KT 4000 HZ SCT018 SCT025 31/25 Q1006 NOSIG=
VABB,121130Z,29009KT 4000 HZ SCT018 SCT025 30/26 Q1006 NOSIG=
VABB,121200Z,27011KT 4000 HZ SCT018 SCT025 30/25 Q1006 NOSIG=
VABB,121230Z,26009KT 4000 HZ SCT018 SCT025 30/25 Q1006 NOSIG=
VABB,121300Z,26009KT 3500 HZ SCT018 SCT025 29/25 Q1006 NOSIG=
VABB,121330Z,24009KT 3500 HZ SCT018 SCT025 29/25 Q1007 NOSIG=
VABB,121400Z,26007KT 3500 HZ SCT018 SCT025 29/25 Q1007 NOSIG=
VABB,121430Z,25007KT 3500 HZ SCT018 SCT025 29/25 Q1007 BECMG 3000 HZ=
VABB,121500Z,26007KT 3000 HZ SCT018 SCT025 29/25 Q1007 NOSIG=
VABB,121530Z,24007KT 3000 HZ SCT018 SCT025 29/25 Q1008 NOSIG=
VABB,121600Z,26006KT 3000 HZ SCT018 SCT025 29/26 Q1008 NOSIG=
VABB,121630Z,24009KT 3000 HZ SCT018 SCT025 29/26 Q1008 NOSIG=
VABB,121700Z,25007KT 3000 HZ SCT018 SCT025 29/26 Q1008 NOSIG=
VABB,121730Z,24008KT 3000 HZ SCT020 SCT025 29/26 Q1008 NOSIG=
VABB,121800Z,24008KT 3000 HZ SCT020 SCT025 29/26 Q1008 NOSIG=
VABB,121830Z,24010KT 3000 HZ SCT020 SCT025 29/25 Q1008 NOSIG=
VABB,121900Z,24007KT 3000 HZ SCT020 SCT025 29/26 Q1008 NOSIG=
VABB,121930Z,25007KT 3000 HZ SCT020 SCT025 28/26 Q1007 NOSIG=
VABB,122000Z,21005KT 3000 HZ SCT020 SCT025 28/26 Q1007 NOSIG=
VABB,122030Z,21005KT 3000 HZ SCT018 SCT025 28/26 Q1007 NOSIG=
VABB,122100Z,24007KT 3000 HZ SCT018 SCT025 28/26 Q1007 NOSIG=
VABB,122130Z,24006KT 3000 HZ SCT018 SCT025 28/26 Q1007 NOSIG=
VABB,122200Z,23006KT 3000 HZ SCT018 SCT025 28/25 Q1007 NOSIG=
VABB,122230Z,24006KT 3000 HZ SCT018 SCT025 28/25 Q1006 NOSIG=
VABB,122300Z,23006KT 3000 HZ SCT018 SCT025 28/25 Q1006 NOSIG=
VABB,122330Z,23008KT 3000 HZ SCT018 SCT025 28/25 Q1006 NOSIG=
VABB,130000Z,24006KT 3000 HZ SCT018 SCT025 28/25 Q1006 NOSIG=
VABB,130030Z,24006KT 3000 HZ SCT018 SCT025 28/25 Q1006 NOSIG=
VABB,130100Z,24006KT 3000 HZ SCT018 SCT025 28/26 Q1007 NOSIG=
VABB,130130Z,24005KT 3000 HZ SCT018 SCT025 28/26 Q1007 NOSIG=
VABB,130200Z,24008KT 3500 HZ SCT018 FEW025TCU 29/26 Q1007 NOSIG=
VABB,130230Z,23006KT 3500 HZ FEW020 SCT025 29/26 Q1007 NOSIG=
VABB,130300Z,24009KT 3500 HZ FEW020 SCT025 29/26 Q1008 NOSIG=
VABB,130330Z,27008KT 4000 HZ FEW020 SCT025 29/28 Q1008 NOSIG=
VABB,130400Z,24010KT 4000 HZ FEW020 SCT025 30/26 Q1008 NOSIG=
VABB,130430Z,26012KT 4000 HZ FEW020 SCT025 30/26 Q1008 NOSIG=
VABB,130500Z,26010KT 4000 HZ FEW020 SCT025 30/26 Q1008 NOSIG=
VABB,130530Z,26012KT 4000 HZ FEW020 SCT025 31/25 Q1008 NOSIG=
VABB,130600Z,27012KT 4000 HZ FEW020 SCT025 31/26 Q1007 NOSIG=
VABB,130630Z,27012KT 4000 HZ FEW020 SCT025 30/24 Q1007 NOSIG=
VABB,130700Z,25013KT 4000 HZ SCT018 SCT025 31/26 Q1007 NOSIG=
VABB,130730Z,30011KT 3000 VCSH FEW012 SCT018 SCT025 BKN100 29/24 Q1007 TEMPO 1500 SHRA=
VABB,130800Z,25011KT 4000 HZ SCT018 SCT025 31/26 Q1006 NOSIG=
VABB,130830Z,28011KT 4000 HZ SCT018 SCT025 31/25 Q1006 NOSIG=
VABB,130900Z,27013KT 4000 HZ SCT018 SCT025 31/26 Q1006 NOSIG=
VABB,130930Z,27010KT 4000 HZ SCT020 SCT025 31/26 Q1005 NOSIG=
VABB,131000Z,28010KT 4000 HZ SCT020 SCT025 31/26 Q1005 NOSIG=
VABB,131030Z,26009KT 4000 HZ SCT020 SCT025 FEW025TCU 30/26 Q1005 NOSIG=
VABB,131100Z,29012KT 4000 HZ FEW020 SCT025 FEW025TCU 31/26 Q1005 NOSIG=
VABB,131130Z,27011KT 4000 HZ FEW020 SCT025 FEW025TCU 30/26 Q1005 NOSIG=
VABB,131200Z,26012KT 4000 HZ FEW020 SCT025 30/26 Q1005 NOSIG=
VABB,131230Z,25012KT 4000 HZ SCT020 SCT025 30/26 Q1005 NOSIG=
VABB,131300Z,26010KT 4000 HZ SCT020 FEW025TCU 29/26 Q1005 NOSIG=
VABB,131330Z,29008KT 3000 VCSH SCT018 SCT025 FEW025TCU 29/25 Q1005 NOSIG=
VABB,131400Z,26004KT 3000 -DZ SCT018 SCT025 FEW025TCU 29/26 Q1006 TEMPO 1500 SHRA=
VABB,131430Z,33006KT 3000 HZ SCT018 SCT025 FEW025TCU 29/26 Q1006 NOSIG=
VABB,131500Z,25009KT 3000 HZ SCT018 SCT025 29/26 Q1006 NOSIG=
VABB,131530Z,24010KT 3000 HZ SCT018 SCT025 29/26 Q1007 NOSIG=
VABB,131600Z,24007KT 3000 HZ SCT018 SCT025 29/26 Q1007 NOSIG=
VABB,131630Z,22006KT 3000 HZ SCT018 SCT025 29/26 Q1007 NOSIG=
VABB,131700Z,25008KT 3000 HZ SCT018 SCT025 29/26 Q1007 NOSIG=
VABB,131730Z,25008KT 3000 HZ SCT018 SCT025 29/26 Q1007 NOSIG=
VABB,131800Z,26006KT 3000 HZ SCT018 SCT025 29/26 Q1007 NOSIG=
VABB,131830Z,25008KT 3000 HZ SCT018 SCT025 29/26 Q1007 NOSIG=
VABB,131900Z,24008KT 3000 HZ SCT018 SCT025 29/26 Q1007 NOSIG=
VABB,131930Z,23007KT 3000 HZ SCT018 SCT025 29/26 Q1007 NOSIG=
