station,datetime,report
VABB,262000Z,12005KT 2500 -DZ FEW012 SCT018 FEW025TCU BKN090 26/26 Q1008 TEMPO 1500 SHRA=
VABB,262030Z,16005KT 2500 BR FEW012 SCT018 FEW025TCU BKN090 26/26 Q1007 TEMPO 1500 SHRA=
VABB,262100Z,13005KT 2500 BR FEW012 SCT018 FEW030CB BKN090 26/26 Q1007 TEMPO 1500 SHRA=
VABB,262130Z,07003KT 2500 BR FEW012 SCT018 FEW030CB BKN090 26/26 Q1007 TEMPO 1500 SHRA=
VABB,262200Z,00000KT 2500 BR FEW012 SCT018 FEW030CB BKN090 26/26 Q1007 NOSIG=
VABB,262230Z,00000KT 2500 BR FEW012 SCT018 FEW025TCU BKN090 26/26 Q1007 NOSIG=
VABB,262300Z,14005KT 2500 BR FEW012 SCT018 FEW025TCU BKN090 26/26 Q1007 NOSIG=
VABB,262330Z,00000KT 2500 BR FEW012 SCT018 FEW025TCU BKN090 26/26 Q1007 NOSIG=
VABB,270000Z,12003KT 2500 BR SCT018 FEW025TCU BKN090 26/26 Q1007 NOSIG=
VABB,270030Z,09003KT 2500 BR SCT018 FEW025TCU BKN090 26/26 Q1007 NOSIG=
VABB,270100Z,09004KT 2100 BR SCT018 FEW025TCU BKN090 26/26 Q1007 NOSIG=
VABB,270130Z,12003KT 1800 BR SCT018 FEW025TCU BKN090 26/26 Q1007 NOSIG=
VABB,270200Z,13004KT 1600 BR SCT018 FEW025TCU BKN090 26/26 Q1007 NOSIG=
VABB,270230Z,13004KT 1600 BR SCT018 FEW025TCU BKN090 27/26 Q1008 NOSIG=
VABB,270300Z,11005KT 1800 BR SCT018 FEW025TCU BKN090 27/26 Q1008 NOSIG=
VABB,270330Z,15004KT 1800 BR SCT018 FEW025TCU BKN090 27/26 Q1009 NOSIG=
VABB,270400Z,13004KT 2100 BR SCT018 SCT025 BKN090 28/26 Q1009 NOSIG=
VABB,270430Z,15005KT 2100 BR SCT018 SCT025 BKN090 28/26 Q1009 NOSIG=
VABB,270500Z,17004KT 2200 BR SCT018 SCT025 BKN090 29/27 Q1008 NOSIG=
VABB,270530Z,17004KT 2500 BR SCT018 SCT025 BKN100 29/27 Q1008 NOSIG=
VABB,270600Z,00000KT 2500 BR SCT018 SCT025 BKN100 30/27 Q1008 NOSIG=
VABB,270630Z,30005KT 2500 BR SCT018 SCT025 BKN100 30/27 Q1008 NOSIG=
VABB,270700Z,30008KT 2500 BR SCT018 SCT025 BKN100 30/27 Q1007 NOSIG=
VABB,270730Z,27007KT 2500 BR SCT018 SCT025 BKN100 29/27 Q1007 NOSIG=
VABB,270800Z,31006KT 2500 BR SCT018 FEW030CB BKN090 30/27 Q1006 TEMPO 1500 SHRA=
VABB,270830Z,28006KT 2500 BR SCT018 FEW030CB BKN090 30/26 Q1006 TEMPO 1500 SHRA=
VABB,270900Z,28009KT 2100 BR SCT018 FEW030CB BKN090 30/27 Q1005 TEMPO 1500 SHRA=
VABB,270930Z,26006KT 2100 BR SCT018 FEW030CB BKN090 30/27 Q1005 NOSIG=
VABB,271000Z,28009KT 2100 BR SCT018 FEW030CB BKN090 30/27 Q1005 TEMPO 1500 SHRA=
VABB,271030Z,29008KT 2100 BR SCT018 FEW030CB BKN090 30/27 Q1005 TEMPO 1500 SHRA=
VABB,271100Z,03008G18KT 0700 R27/0800 +TSRA SCT010 SCT015 FEW030CB OVC080 25/25 Q1006 TEMPO 0600 +TSRA=
VABB,271130Z,02007G17KT 1500 TSRA SCT010 SCT015 FEW030CB OVC080 24/24 Q1006 TEMPO 0800 +TSRA=
VABB,271200Z,11005KT 1500 TSRA SCT010 SCT015 FEW030CB OVC080 25/24 Q1006 TEMPO 0800 +TSRA=
VABB,271230Z,08004KT 1500 TSRA SCT010 SCT015 FEW030CB OVC080 26/24 Q1006 TEMPO 0800 +TSRA=
VABB,271300Z,10005KT 1800 TSRA SCT010 SCT015 FEW030CB OVC080 26/25 Q1006 TEMPO 0800 +TSRA=
VABB,271330Z,14005KT 1800 TSRA SCT010 SCT015 FEW030CB OVC080 26/25 Q1006 TEMPO 0800 +TSRA=
VABB,271400Z,06004KT 2100 -RA FEW010 SCT015 FEW030CB OVC080 26/25 Q1006 TEMPO 1500 SHRA=
VABB,271430Z,08005KT 2100 -RA FEW010 SCT018 FEW030CB OVC080 26/25 Q1007 TEMPO 1500 SHRA=
VABB,271500Z,12004KT 2100 -RA FEW010 SCT018 FEW030CB OVC080 26/25 Q1007 TEMPO 1500 SHRA=
VABB,271530Z,14004KT 2100 -RA FEW010 SCT018 FEW030CB OVC080 26/26 Q1007 TEMPO 1500 SHRA=
VABB,271600Z,07003KT 2200 DZ FEW010 SCT018 FEW030CB OVC080 26/26 Q1008 NOSIG=
VABB,271630Z,09006KT 2200 BR FEW010 SCT018 FEW030CB OVC080 27/26 Q1008 NOSIG=
VABB,271700Z,09006KT 2200 BR FEW010 SCT018 FEW030CB OVC080 26/26 Q1008 NOSIG=
VABB,271730Z,08006KT 2200 BR FEW010 SCT018 FEW030CB OVC080 26/25 Q1008 NOSIG=
VABB,271800Z,03006KT 2200 BR FEW010 SCT018 FEW030CB OVC080 27/25 Q1007 NOSIG=
VABB,271830Z,00000KT 2500 BR FEW010 SCT018 FEW030CB OVC080 26/25 Q1007 NOSIG=
VABB,271900Z,14003KT 2500 BR FEW010 SCT018 FEW030CB OVC080 27/25 Q1007 NOSIG=
VABB,271930Z,00000KT 2500 BR FEW012 SCT018 FEW030CB OVC090 27/25 Q1006 NOSIG=
VABB,272000Z,00000KT 2500 BR FEW012 SCT018 FEW030CB OVC090 27/25 Q1006 NOSIG=
VABB,272030Z,00000KT 2500 BR FEW012 SCT018 FEW030CB OVC090 27/26 Q1005 NOSIG=
VABB,272100Z,00000KT 2500 BR FEW012 SCT018 FEW030CB OVC090 27/25 Q1005 NOSIG=
VABB,272130Z,00000KT 2500 BR FEW012 SCT018 FEW030CB OVC090 27/26 Q1005 NOSIG=
VABB,272200Z,VRB02KT 2500 BR SCT018 FEW025TCU BKN090 27/26 Q1005 NOSIG=
VABB,272230Z,00000KT 2500 BR SCT018 FEW025TCU BKN090 27/26 Q1005 NOSIG=
VABB,272300Z,00000KT 2500 BR SCT018 FEW025TCU BKN090 27/26 Q1005 NOSIG=
VABB,272330Z,VRB02KT 2500 BR SCT018 FEW025TCU BKN090 26/26 Q1005 NOSIG=
VABB,280000Z,VRB02KT 2500 BR SCT018 FEW025TCU BKN090 26/26 Q1005 NOSIG=
VABB,280030Z,00000KT 2500 BR SCT018 FEW025TCU OVC080 26/26 Q1006 NOSIG=
VABB,280100Z,00000KT 2000 BR SCT018 FEW025TCU OVC080 26/26 Q1006 TEMPO 1500 BR=
VABB,280130Z,VRB02KT 2000 BR SCT018 FEW025TCU OVC080 26/26 Q1006 NOSIG=
VABB,280200Z,11003KT 1800 BR SCT018 BKN090 27/26 Q1007 NOSIG=
VABB,280230Z,15003KT 1800 BR SCT018 BKN090 27/27 Q1007 NOSIG=
VABB,280300Z,02003KT 1800 BR SCT018 BKN090 28/27 Q1007 NOSIG=
VABB,280330Z,16004KT 2100 BR SCT018 BKN090 29/27 Q1008 NOSIG=
VABB,280400Z,16005KT 2100 BR SCT018 FEW025TCU BKN090 29/27 Q1008 NOSIG=
VABB,280430Z,05006KT 2100 HZ SCT020 FEW025TCU BKN100 31/27 Q1008 NOSIG=
VABB,280500Z,02004KT 2100 HZ SCT020 FEW025TCU SCT100 31/28 Q1007 NOSIG=
VABB,280530Z,03009KT 2100 HZ SCT020 FEW025TCU SCT100 32/27 Q1007 NOSIG=
VABB,280600Z,03009KT 2100 HZ SCT020 FEW025TCU SCT090 32/27 Q1007 NOSIG=
VABB,280630Z,07005KT 2500 HZ SCT020 FEW025TCU SCT090 32/27 Q1007 NOSIG=
VABB,280700Z,01007KT 2500 HZ SCT020 FEW025TCU SCT100 33/27 Q1006 NOSIG=
VABB,280730Z,01005KT 2500 HZ SCT020 FEW025TCU SCT100 34/27 Q1005 NOSIG=
VABB,280800Z,30008KT 2500 HZ SCT020 FEW025TCU BKN100 33/28 Q1005 NOSIG=
VABB,280830Z,27008KT 2500 HZ SCT020 FEW025TCU BKN100 32/27 Q1004 NOSIG=
VABB,280900Z,27010KT 2500 TSRA SCT028 FEW030TCU BKN090 32/28 Q1004 TEMPO 1500 TSRA=
VABB,280930Z,30011KT 2500 VCSH SCT018 FEW030CB BKN090 31/28 Q1004 TEMPO 1500 SHRA=
VABB,281000Z,24012G22KT 0400 R27/0500 +TSRA FEW008 SCT015 FEW030CB BKN090 29/29 Q1004 TEMPO 0150 +TSRA=
VABB,281030Z,34011KT 2100 -TSRA FEW008 SCT015 FEW030CB OVC090 25/24 Q1004 TEMPO 1500 -TSRA=
VABB,281100Z,27004KT 2500 HZ FEW012 SCT018 FEW030CB BKN090 26/26 Q1003 TEMPO 1500 SHRA=
VABB,281130Z,36004KT 2500 HZ FEW012 SCT018 FEW030CB OVC090 28/26 Q1003 TEMPO 1500 SHRA=
VABB,281200Z,00000KT 2500 VCSH FEW012 SCT015 FEW030CB OVC090 28/26 Q1004 TEMPO 1500 SHRA=
VABB,281230Z,08004KT 2100 VCSH SCT015 FEW030CB OVC090 28/26 Q1004 TEMPO 1500 SHRA=
VABB,281300Z,07009KT 2100 VCSH FEW010 SCT015 FEW030CB OVC090 28/26 Q1005 TEMPO 1500 SHRA=
VABB,281330Z,05004KT 2100 VCSH FEW012 SCT015 FEW030CB OVC090 28/27 Q1005 TEMPO 1500 SHRA=
VABB,281400Z,08005KT 2500 BR SCT018 FEW030CB OVC090 28/27 Q1005 TEMPO 1500 SHRA=
VABB,281430Z,33004KT 2500 BR SCT018 FEW030CB OVC090 28/27 Q1005 NOSIG=
VABB,281500Z,03004KT 2500 BR SCT018 FEW030CB BKN090 28/27 Q1005 NOSIG=
VABB,281530Z,03006KT 2500 BR SCT018 FEW030CB BKN090 28/26 Q1006 NOSIG=
VABB,281600Z,03003KT 2500 BR SCT018 FEW030CB BKN090 28/25 Q1006 NOSIG=
VABB,281630Z,04005KT 2500 TS SCT018 FEW030CB BKN090 27/25 Q1006 TEMPO 1500 TSRA=
VABB,281700Z,04004KT 1400 R09/1500 TSRA FEW010 SCT018 FEW030CB BKN090 26/25 Q1006 TEMPO 0800 +TSRA=
VABB,281730Z,03005KT 1400 R09/1500 TSRA FEW010 SCT018 FEW030CB BKN090 26/26 Q1006 TEMPO 0800 +TSRA=
VABB,281800Z,00000KT 2100 -TSRA FEW010 SCT018 FEW030CB BKN090 26/26 Q1005 TEMPO 1500 TSRA=
VABB,281830Z,00000KT 2100 -TSRA FEW010 SCT018 FEW030CB BKN090 26/26 Q1005 TEMPO 1500 TSRA=
VABB,281900Z,00000KT 2500 TS SCT018 FEW030CB BKN090 27/26 Q1005 TEMPO 1500 TSRA=
VABB,281930Z,00000KT 2500 BR SCT018 FEW030CB BKN090 27/26 Q1005 NOSIG=
VABB,282000Z,17004KT 2500 BR SCT018 FEW030CB BKN090 27/26 Q1004 NOSIG=
VABB,282030Z,12006KT 2100 -RA SCT018 FEW030CB BKN090 27/26 Q1004 TEMPO 1500 SHRA=
VABB,282100Z,05003KT 2100 DZ SCT018 FEW030CB BKN090 27/26 Q1004 TEMPO 1500 SHRA=
VABB,282130Z,08004KT 2100 BR SCT018 FEW030CB BKN090 27/26 Q1004 NOSIG=
VABB,282200Z,00000KT 2100 BR SCT018 FEW030CB BKN090 27/26 Q1004 TEMPO 1500 SHRA=
VABB,282230Z,00000KT 2100 BR SCT018 FEW030CB BKN090 27/26 Q1004 TEMPO 1500 SHRA=
VABB,282300Z,00000KT 2100 BR SCT018 FEW030CB BKN090 27/26 Q1004 NOSIG=
VABB,282330Z,32004KT 2100 BR SCT018 FEW030CB BKN090 27/26 Q1004 NOSIG=
VABB,290000Z,00000KT 2100 BR SCT018 FEW030CB BKN090 27/26 Q1005 NOSIG=
VABB,290030Z,06004KT 2100 BR SCT018 FEW030CB BKN090 28/26 Q1005 TEMPO 1500 SHRA=
VABB,290100Z,00000KT 2100 VCSH SCT018 FEW030CB BKN090 27/26 Q1005 TEMPO 1500 SHRA=
VABB,290130Z,09004KT 2100 VCSH FEW010 SCT018 FEW030CB BKN090 27/26 Q1005 TEMPO 1500 SHRA=
VABB,290200Z,17004KT 2100 VCSH FEW010 SCT018 FEW030CB BKN090 27/26 Q1006 TEMPO 1500 SHRA=
VABB,290230Z,08003KT 2100 BR SCT018 FEW025TCU BKN100 28/27 Q1006 NOSIG=
VABB,290300Z,00000KT 2100 BR SCT018 FEW025TCU BKN100 29/27 Q1006 NOSIG=
VABB,290330Z,05004KT 2100 BR SCT018 FEW025TCU BKN100 30/27 Q1007 NOSIG=
VABB,290400Z,06005KT 2500 HZ SCT020 FEW030CB BKN100 30/27 Q1007 NOSIG=
VABB,290430Z,07006KT 2500 HZ SCT020 FEW030CB BKN100 32/27 Q1007 BECMG 3000 HZ=
VABB,290500Z,06003KT 2500 HZ SCT020 FEW030CB BKN100 32/27 Q1007=
VABB,290530Z,09006KT 2500 HZ SCT020 FEW030CB BKN100 32/26 Q1007 NOSIG=
VABB,290600Z,08005KT 2500 HZ SCT018 FEW030CB BKN100 32/26 Q1006 NOSIG=
VABB,290630Z,11003KT 2500 HZ SCT018 FEW030CB BKN090 32/27 Q1006 NOSIG=
VABB,290700Z,25006KT 2100 BR SCT018 FEW030CB BKN090 31/28 Q1006 NOSIG=
VABB,290730Z,30006KT 2100 BR SCT018 FEW030CB BKN090 31/29 Q1005 NOSIG=
VABB,290800Z,26006KT 2100 BR SCT018 FEW030CB BKN090 32/28 Q1004 NOSIG=
VABB,290830Z,25010KT 2100 BR SCT018 FEW030CB BKN090 33/29 Q1003 NOSIG=
VABB,290900Z,29011KT 2100 HZ SCT018 FEW030CB BKN090 34/29 Q1003 NOSIG=
VABB,290930Z,31009KT 2200 HZ SCT018 FEW030CB BKN090 32/28 Q1002 NOSIG=
VABB,291000Z,33007KT 2500 HZ SCT018 FEW030CB BKN090 31/24 Q1002 TEMPO 1500 SHRA=
VABB,291030Z,35009KT 2500 HZ SCT018 FEW030CB BKN090 31/24 Q1002 TEMPO 1500 SHRA=
VABB,291100Z,35007KT 2500 HZ SCT018 FEW030CB BKN090 30/26 Q1003 TEMPO 1500 SHRA=
VABB,291130Z,00000KT 2500 HZ SCT018 FEW030CB BKN090 30/26 Q1002 NOSIG=
VABB,291200Z,34004KT 2500 HZ SCT018 FEW030CB BKN090 31/27 Q1002 NOSIG=
VABB,291230Z,04005KT 2100 HZ SCT018 FEW030CB BKN090 30/27 Q1003 TEMPO 1500 SHRA=
VABB,291300Z,07007KT 2100 HZ SCT018 FEW030CB BKN090 29/27 Q1004 TEMPO 1500 SHRA=
VABB,291330Z,03009G20KT 2200 VCSH SCT018 SCT025 FEW030CB BKN090 27/25 Q1006 TEMPO 1500 SHRA=
VABB,291400Z,06010KT 2500 -TSRA SCT018 SCT025 FEW030CB BKN090 26/24 Q1006 TEMPO 1500 TSRA=
VABB,291430Z,06006KT 2200 -TSRA SCT012 SCT015 FEW030CB BKN080 26/24 Q1006 TEMPO 1500 TSRA=
VABB,291500Z,10005KT 2200 -TSRA SCT012 SCT015 FEW030CB BKN080 26/25 Q1006 TEMPO 1500 TSRA=
VABB,291530Z,03006KT 2200 -TSRA SCT012 SCT015 FEW030CB BKN080 26/25 Q1006 TEMPO 1500 TSRA=
VABB,291600Z,04004KT 2100 -RA SCT010 SCT015 FEW030CB OVC080 26/25 Q1006 TEMPO 1500 SHRA=
VABB,291630Z,05008KT 2100 BR FEW012 SCT018 FEW030CB BKN090 26/25 Q1006 TEMPO 1500 SHRA=
VABB,291700Z,05009KT 2200 BR SCT018 FEW030CB BKN090 26/25 Q1006 TEMPO 1500 SHRA=
VABB,291730Z,08005KT 2500 BR SCT018 FEW030CB BKN090 27/25 Q1005 NOSIG=
VABB,291800Z,11003KT 2500 BR SCT018 FEW025TCU BKN090 27/25 Q1005 NOSIG=
VABB,291830Z,00000KT 2500 BR SCT018 FEW025TCU BKN090 27/25 Q1005 NOSIG=
VABB,291900Z,11004KT 2500 BR SCT018 FEW025TCU BKN090 27/25 Q1005 NOSIG=
VABB,291930Z,12004KT 2500 BR SCT018 FEW025TCU BKN090 27/25 Q1005 NOSIG=
VABB,292000Z,00000KT 2500 BR SCT018 FEW025TCU BKN090 27/25 Q1005 NOSIG=
VABB,292030Z,00000KT 2500 BR SCT018 FEW025TCU BKN090 27/25 Q1005 NOSIG=
VABB,292100Z,01003KT 2500 BR SCT018 FEW025TCU BKN090 27/25 Q1004 NOSIG=
VABB,292130Z,00000KT 2500 BR SCT018 FEW025TCU BKN090 27/25 Q1004 NOSIG=
VABB,292200Z,00000KT 2500 BR SCT018 FEW025TCU BKN090 27/25 Q1004 NOSIG=
VABB,292230Z,03005KT 2500 BR SCT018 FEW025TCU BKN090 27/25 Q1003 NOSIG=
VABB,292300Z,03006KT 2500 BR SCT018 FEW025TCU BKN090 27/25 Q1003 NOSIG=
VABB,292330Z,04006KT 2500 BR SCT018 FEW025TCU BKN090 27/25 Q1003 NOSIG=
VABB,300000Z,06006KT 2500 BR SCT018 FEW025TCU BKN090 27/25 Q1003 NOSIG=
VABB,300030Z,07003KT 2500 BR SCT018 FEW025TCU BKN090 27/25 Q1004 NOSIG=
VABB,300100Z,10003KT 2500 BR FEW018 SCT025 27/25 Q1005 NOSIG=
VABB,300130Z,18003KT 2500 BR FEW018 SCT025 27/25 Q1005 NOSIG=
VABB,300200Z,12005KT 2500 BR FEW018 SCT100 27/26 Q1005 NOSIG=
VABB,300230Z,07004KT 2500 BR FEW018 SCT100 28/26 Q1006 NOSIG=
VABB,300300Z,04004KT 2200 BR SCT018 FEW025TCU BKN100 29/26 Q1006 NOSIG=
VABB,300330Z,03007KT 2200 BR SCT018 FEW025TCU BKN100 30/25 Q1006 NOSIG=
VABB,300400Z,07009KT 2200 HZ SCT018 BKN100 30/25 Q1006 NOSIG=
VABB,300430Z,08006KT 2500 HZ SCT020 BKN100 32/26 Q1007 NOSIG=
VABB,300500Z,04008KT 2500 HZ SCT020 BKN100 32/26 Q1007 NOSIG=
VABB,300530Z,06005KT 2500 HZ SCT020 BKN100 32/25 Q1006 NOSIG=
VABB,300600Z,07007KT 2500 HZ SCT020 BKN100 32/25 Q1006 NOSIG=
VABB,300630Z,02006KT 2500 HZ SCT020 SCT025 BKN100 33/25 Q1006 NOSIG=
VABB,300700Z,01007KT 2500 HZ SCT020 SCT025 BKN100 33/25 Q1005 NOSIG=
VABB,300730Z,30007KT 2500 HZ SCT020 SCT025 BKN100 33/26 Q1005 NOSIG=
VABB,300800Z,04007KT 2500 HZ SCT020 SCT025 BKN100 33/25 Q1004 NOSIG=
VABB,300830Z,04008KT 2500 HZ SCT020 SCT025 BKN100 33/25 Q1004 NOSIG=
VABB,300900Z,02009KT 3000 HZ SCT020 SCT025 BKN100 33/25 Q1003 NOSIG=
VABB,300930Z,34007KT 3000 HZ SCT020 SCT025 BKN100 33/26 Q1003 NOSIG=
VABB,301000Z,30007KT 3000 HZ SCT020 SCT025 BKN100 32/27 Q1002 NOSIG=
VABB,301030Z,33008KT 3000 HZ SCT020 SCT025 BKN100 32/27 Q1002 NOSIG=
VABB,301100Z,29006KT 3000 HZ SCT020 FEW025TCU BKN100 32/27 Q1002 NOSIG=
VABB,301130Z,35006KT 3000 HZ SCT020 FEW025TCU BKN100 32/27 Q1003 NOSIG=
VABB,301200Z,36004KT 2500 HZ SCT020 FEW025TCU BKN100 31/27 Q1003 NOSIG=
VABB,301230Z,02006KT 2500 HZ SCT020 FEW025TCU BKN100 31/28 Q1003 NOSIG=
VABB,301300Z,01006KT 2100 HZ SCT020 FEW025TCU BKN100 31/29 Q1003 NOSIG=
VABB,301330Z,06009G19KT 2500 HZ SCT020 FEW030CB BKN100 31/28 Q1004 NOSIG=
VABB,301400Z,06010G20KT 2500 -TSRA SCT018 FEW030CB BKN090 28/25 Q1004 TEMPO 1500 TSRA=
VABB,301430Z,06010G20KT 2500 -TSRA SCT018 FEW030CB BKN090 27/25 Q1004 TEMPO 1500 TSRA=
VABB,301500Z,11005KT 2500 -TSRA SCT018 FEW030CB BKN090 27/25 Q1005 TEMPO 1500 TSRA=
VABB,301530Z,16005KT 2500 -RA SCT018 FEW030CB BKN090 27/25 Q1005 TEMPO 1500 SHRA=
VABB,301600Z,17006KT 2100 -RA SCT018 FEW030CB BKN090 27/25 Q1006 TEMPO 1500 SHRA=
VABB,301630Z,11003KT 2100 BR SCT018 FEW030CB BKN090 27/26 Q1006 TEMPO 1500 SHRA=
VABB,301700Z,22003KT 2100 -RA SCT018 FEW030CB BKN090 27/26 Q1006 TEMPO 1500 SHRA=
VABB,301730Z,30006KT 2100 -RA FEW010 SCT018 FEW030CB BKN090 27/26 Q1006 TEMPO 1500 SHRA=
VABB,301800Z,28006KT 2100 VCSH SCT018 FEW030CB BKN090 27/25 Q1006 TEMPO 1500 SHRA=
VABB,301830Z,25004KT 2100 BR SCT018 FEW030CB BKN090 27/25 Q1005 TEMPO 1500 SHRA=
VABB,301900Z,17004KT 2100 BR SCT018 FEW030CB BKN090 27/25 Q1005 NOSIG=
VABB,301930Z,16005KT 2100 BR SCT018 FEW030CB BKN090 27/25 Q1005 NOSIG=
VABB,302000Z,14007KT 2100 -RA SCT018 FEW030CB BKN090 27/26 Q1006 TEMPO 1500 SHRA=
VABB,302030Z,14008KT 2100 -RA FEW010 SCT018 FEW030CB BKN090 26/25 Q1006 TEMPO 1500 SHRA=
VABB,302100Z,17005KT 2100 -RA FEW010 SCT018 FEW030CB BKN090 26/25 Q1006 TEMPO 1500 SHRA=
VABB,302130Z,00000KT 2100 -RA FEW010 SCT018 FEW030CB BKN090 26/25 Q1005 TEMPO 1500 SHRA=
VABB,302200Z,00000KT 2100 -RA FEW010 SCT018 FEW030CB BKN090 26/25 Q1005 TEMPO 1500 SHRA=
VABB,302230Z,29003KT 2100 -RA FEW010 SCT018 FEW030CB BKN090 26/26 Q1005 TEMPO 1500 SHRA=
VABB,302300Z,26004KT 2100 -RA FEW010 SCT018 FEW030CB BKN090 26/26 Q1005 TEMPO 1500 SHRA=
VABB,302330Z,00000KT 2100 -RA FEW010 SCT018 FEW030CB BKN090 27/26 Q1005 TEMPO 1500 SHRA=
VABB,010000Z,00000KT 2100 -RA FEW010 SCT018 FEW030CB BKN090 26/26 Q1005 TEMPO 1500 SHRA=
VABB,010030Z,04004KT 2100 VCSH FEW010 SCT018 FEW030CB BKN090 27/27 Q1005 TEMPO 1500 SHRA=
VABB,010100Z,10004KT 2100 BR SCT018 FEW025TCU BKN090 27/27 Q1005 TEMPO 1500 SHRA=
VABB,010130Z,16003KT 2100 BR SCT018 FEW025TCU BKN090 27/27 Q1006 TEMPO 1500 SHRA=
VABB,010200Z,14004KT 2100 BR SCT018 FEW025TCU BKN090 27/27 Q1006 TEMPO 1500 SHRA=
VABB,010230Z,12004KT 1800 BR SCT018 FEW025TCU BKN090 27/27 Q1006 TEMPO 1500 SHRA=
